,nazwa,miasto,firma,czas_gry,kategoria,poziom_trudnosci,liczba_ocen,miejsce_w_polsce,bezpieczeństwo_tylko_niskie_napięcie_w_zasięgu_gracza,bezpieczeństwo_dezynfekowane_pokoje,podstawowe_klimatyzowany,podstawowe_nie_dla_epileptyków,bezpieczeństwo_ograniczony_kontakt_z_innymi_grupami,bezpieczeństwo_oświetlenie_awaryjne,podstawowe_przyjazny_zwierzętom,bezpieczeństwo_dostępny_żel_antybakteryjny,bezpieczeństwo_przycisk_bezpieczeństwa,podstawowe_nieodpowiednie_dla_osób_z_klaustrofobią,bezpieczeństwo_drzwi_zawsze_otwarte,bezpieczeństwo_pełen_monitoring,bezpieczeństwo_pełen_kontakt_z_mistrzem_gry,bezpieczeństwo_klucz_bezpieczeństwa,bezpieczeństwo_system_awaryjnego_otwierania_drzwi,języki_angielski,podstawowe_możliwość_płatności_kartą,bezpieczeństwo_dostępne_rekawiczki,podstawowe_nie_dla_kobiet_w_ciąży,języki_polski,podstawowe_przyjazny_dzieciom,podstawowe_od_16_lat,srednia_ocena,ocena_obsluga,ocena_klimat,trudnosc_wg_graczy,min_liczba_graczy,max_liczba_graczy
117,Łowcy snów,Bielsko-Biała,HURRY UP,60,Abstrakcyjny,śr. zaawansowani,104 ,119,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,9.1,9.4,9.2,Trudny,2,5
118,Zbrodnia na płótnie,Warszawa,Black Cat Escape Room,60,Fabularny,śr. zaawansowani,387 ,118,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,8.8,9.8,9.4,Trudny,2,7
119,Chata górala,Szczyrk,Chata Tajemnic,60,Thriller,śr. zaawansowani,16 ,120,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,8.9,9.9,9.5,Trudny,2,5
120,Komnata Wiedźmy,Zakopane,LetMeOut,75,Fantasy,śr. zaawansowani,32 ,121,1,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,9.1,9.4,9.5,Trudny,2,6
121,Piracka Tawerna,Bydgoszcz,Wyjście Awaryjne,50,Przygodowy,śr. zaawansowani,11 ,122,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,1,1,0,9.4,9.6,9.9,Trudny,1,3
122,Statek kosmiczny 2.0,Kraków,Secreto,60,Przygodowy,śr. zaawansowani,57 ,123,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,9.0,9.7,9.5,Średni,2,5
123,Upiorny Teatrzyk Lalek,Katowice,Next Room Katowice,65,Thriller,śr. zaawansowani,34 ,125,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,9.4,9.8,9.7,Średni,2,6
124,Bydgoska Gra Miejska,Bydgoszcz,Wyjście Awaryjne,90,Przygodowy,śr. zaawansowani,18 ,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,9.3,9.8,9.8,Łatwy,2,4
125,Sekret Umysłu,Łódź,Alfa Fun,75,Thriller,śr. zaawansowani,19 ,127,1,1,0,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,9.2,10.0,9.6,Średni,2,5
126,Klątwa starej wiedźmy,Bydgoszcz,Park17 Sp. z o.o.,60,Przygodowy,początkujący,48 ,126,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,9.0,9.8,9.6,Łatwy,2,4
127,Szlak Nieumarłych,Gliwice,Open The Lock,80,Thriller,doświadczony,38 ,128,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,9.1,9.5,9.5,Trudny,2,6
128,PRL 2- Dekonspiracja Gieńka,Toruń,Dom Kłódek,60,Fabularny,doświadczony,29 ,129,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,9.1,9.7,9.4,Trudny,2,6
129,Zdrada w Breslau,Wrocław,Exit19.pl,75,Kryminalny,doświadczony,496 ,130,0,0,1,0,0,1,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,8.9,9.7,9.6,Trudny,2,7
130,Escape DaVinci,Kraków,WydostanSie Escape Rooms,75,Przygodowy,śr. zaawansowani,283 ,131,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,9.2,9.8,9.8,Średni,2,5
131,Postapo,Łódź,Forest Escape,120,Przygodowy,śr. zaawansowani,110 ,132,1,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,9.5,9.7,9.7,Trudny,2,6
132,Świątynia Zagłady,Gliwice,Open The Lock,80,Fabularny,doświadczony,72 ,133,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,8.9,9.2,9.3,Trudny,2,6
133,Nieoczekiwana zmiana trasy,Warszawa,Escape Service,60,Przygodowy,śr. zaawansowani,11 ,134,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,1,0,0,9.6,10.0,10.0,Trudny,2,15
134,Ucieczka z więzienia,Gdańsk,Questrooms,60,Kryminalny,doświadczony,310 ,135,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,9.4,9.6,9.7,Trudny,5,8
135,Czarnobyl – ostatnia godzina,Sopot,Questrooms,60,Historyczny,początkujący,164 ,136,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,8.9,9.8,9.0,Średni,2,5
136,El Profesor: Napad Prawie Doskonały,Zakopane,LetMeOut,90,Kryminalny,śr. zaawansowani,10 ,137,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,9.4,9.5,9.5,Trudny,2,6
137,Komnata Czarnego Pana,Olsztyn,iESCAPE Olsztyn,60,Fantasy,początkujący,163 ,138,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,9.8,9.6,9.8,Średni,2,5
138,Wioska Smerfów,Wrocław,HURRY UP,60,Przygodowy,śr. zaawansowani,164 ,139,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1,0,9.0,9.9,9.7,Średni,2,4
139,Klątwa Majów,Lublin,LetMeOut,60,Przygodowy,śr. zaawansowani,7 ,140,1,1,1,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,0,9.2,9.7,9.7,Średni,2,6
140,W Krainie Czarów,Bydgoszcz,Park17 Sp. z o.o.,60,Przygodowy,początkujący,27 ,141,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,1,0,0,1,1,0,9.1,9.7,9.5,Łatwy,2,4
141,Sekret Burmistrza,Katowice,Quest Cage Centrum,60,Fabularny,śr. zaawansowani,35 ,142,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,0,1,9.0,9.9,9.5,Średni,2,4
142,Pętla czasu,Toruń,Dom Kłódek,60,Przygodowy,śr. zaawansowani,19 ,143,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,8.9,9.9,9.4,Średni,2,4
143,El Cartel,Łódź,QUITZONE,120,Przygodowy,śr. zaawansowani,29 ,144,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,9.2,9.9,9.8,Trudny,2,6
144,Koszmarna Willa - Tylko umarli nie kłamią,Toruń,OPEN THE DOOR,60,Thriller,doświadczony,15 ,145,1,1,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,9.0,9.8,8.9,Średni,2,6
145,Wampir,Poznań,EXODUS,60,Horror,śr. zaawansowani,1 064 ,146,0,1,1,1,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1,1,0,0,9.5,9.8,9.8,Trudny,2,6
146,Tajemnica Alchemika,Kraków,Combinator Kraków,60,Historyczny,śr. zaawansowani,135 ,147,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,8.7,8.8,9.7,Średni,2,5
147,5 Morderstw,Gdańsk,Questrooms,60,Kryminalny,śr. zaawansowani,242 ,148,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,9.1,9.9,9.2,Średni,2,2
148,Chata Wiedźmy,Warszawa,Escape Room Majdańska 18 Warszawa,60,Przygodowy,śr. zaawansowani,365 ,150,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,8.9,9.5,9.6,Trudny,2,4
149,Szaman,Poznań,EXODUS,60,Przygodowy,śr. zaawansowani,32 ,149,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,1,0,8.6,9.7,9.1,Średni,1,6
150,Wybudzenie,Szczyrk,Chata Tajemnic,60,Fabularny,doświadczony,10 ,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8.8,10.0,9.4,Trudny,1,2
151,Pokój hotelowy - miejsce zabójstwa,Warszawa,Escape Room Majdańska 18 Warszawa,75,Kryminalny,doświadczony,142 ,152,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,9.2,9.8,9.3,Trudny,2,4
152,Sex Room,Warszawa,Black Cat Escape Room,60,Fabularny,początkujący,1 156 ,153,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,0,1,8.8,9.9,9.5,Średni,2,10
153,Rozdział I: Szepty,Łódź,Forest Escape,120,Thriller,śr. zaawansowani,29 ,154,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,9.6,9.8,9.9,Trudny,2,6
154,Se7en,Szczecin,ESC Room,60,Thriller,doświadczony,160 ,156,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,1,0,1,9.6,9.9,9.9,Trudny,2,6
155,Skarbówka - Tajemnicza Zbrodnia,Wrocław,Exit19.pl,70,Fabularny,śr. zaawansowani,137 ,155,1,0,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,0,1,9.2,9.8,9.6,Trudny,2,7
156,Zdążyć przed patologiem,Sopot,Questrooms,60,Kryminalny,doświadczony,89 ,158,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,9.0,9.7,9.3,Trudny,2,5
157,Prosektorium,Wrocław,Secret Room & Brain Code,90,Horror,początkujący,261 ,157,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,9.1,9.7,9.5,Średni,2,6
158,Morderstwo w Orient Expressie,Chorzów,LOFTescape,60,Kryminalny,początkujący,272 ,159,0,1,1,0,0,1,0,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,8.9,9.8,9.6,Średni,2,5
159,Sacramentum,Bydgoszcz,Fabryka Czasu,75,Horror,doświadczony,20 ,160,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,8.8,8.6,9.3,Trudny,2,5
160,W gąszczu tajemnic,Katowice,Quest Cage Centrum,60,Fabularny,śr. zaawansowani,121 ,161,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,8.6,9.8,9.0,Trudny,2,4
161,Magia i Miecz,Białystok,Unlocked - Escape Room,60,Fantasy,doświadczony,9 ,164,1,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,9.5,9.9,9.5,Trudny,2,5
162,Cela nr 4,Warszawa,Wyjście Awaryjne,60,Kryminalny,śr. zaawansowani,285 ,162,1,1,0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,0,1,1,0,9.1,9.4,9.4,Trudny,2,10
163,Protokół C.H.I.M.E.R.A.,Kraków,Gamescape Kraków,65,Akcja,śr. zaawansowani,48 ,163,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,8.9,9.8,9.1,Średni,2,6
164,Ostatni Egzorcyzm,Gdynia,WALKOUT,60,Thriller,śr. zaawansowani,14 ,166,1,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,1,0,1,0,0,9.6,9.8,9.8,Trudny,2,6
165,The Moonshiner,Gdańsk,Zorkout Escape Rooms,75,Przygodowy,doświadczony,78 ,165,1,1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0,1,8.9,9.5,9.2,Trudny,2,6
166,Skazani na śmierć,Bydgoszcz,Fabryka Czasu,60,Thriller,śr. zaawansowani,137 ,168,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,9.0,9.8,9.3,Średni,3,5
167,Cela śmierci,Wrocław,Trapped,60,Kryminalny,śr. zaawansowani,109 ,167,1,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,8.7,9.8,8.9,Średni,2,5
168,Kryjówka Genialnego Wynalazcy,Chorzów,Strych,60,Fabularny,początkujący,166 ,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9.0,10.0,9.3,Średni,2,5
169,Krakowska Bestia,Kraków,Combinator Kraków,60,Historyczny,początkujący,439 ,170,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,8.3,9.0,9.1,Średni,2,5
170,Rytuał - Historia prawdziwa,Sopot,Questrooms,60,Horror,śr. zaawansowani,211 ,171,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,9.2,9.9,9.5,Trudny,2,5
171,Midnight Killer MK II,Wrocław,Piwnica Quest,70,Thriller,doświadczony,192 ,172,0,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,9.0,9.0,9.6,Trudny,3,5
172,Statek Piratów,Kraków,Combinator Kraków,60,Przygodowy,doświadczony,389 ,173,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,9.1,9.4,9.8,Trudny,2,5
173,Jaskinia Bazyliszka,Częstochowa,Dom Tajemnic,60,Przygodowy,śr. zaawansowani,6 ,174,1,1,0,0,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,9.5,10.0,9.7,Trudny,2,5
174,Sekret Profesora Lipnitzkiego,Kraków,Lock House,60,Thriller,śr. zaawansowani,329 ,175,1,1,0,0,0,1,0,1,1,0,0,1,1,0,1,1,0,1,0,1,0,1,9.3,9.9,9.8,Trudny,2,5
175,Wiedźmowa Księga,Poznań,Find a Way,75,Przygodowy,śr. zaawansowani,25 ,176,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,1,1,0,8.8,9.1,9.2,Średni,2,5
176,Łódź Podwodna,Warszawa,Room Escape Warszawa,60,Przygodowy,śr. zaawansowani,119 ,178,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,8.7,9.7,9.2,Trudny,2,5
177,Olimp,Poznań,Key To Be Free,60,Przygodowy,śr. zaawansowani,19 ,177,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,8.7,9.9,9.2,Średni,2,6
178,Tajemnica Strychu,Bydgoszcz,Fabryka Czasu,60,Thriller,śr. zaawansowani,309 ,179,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,9.1,9.9,9.6,Trudny,2,5
179,Stranger Room,Wrocław,In&Out,70,Przygodowy,doświadczony,88 ,180,1,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,9.0,9.8,9.4,Trudny,2,5
180,Krypta,Wrocław,Secret Room & Brain Code,90,Przygodowy,śr. zaawansowani,121 ,181,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,8.7,10.0,9.4,Średni,2,6
181,Indiana Jones i Święty Graal,Bytom,Escape Graal,60,Przygodowy,początkujący,66 ,182,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,9.0,10.0,9.0,Średni,2,5
182,Statek Piracki,Grudziądz,Find The Key,60,Przygodowy,śr. zaawansowani,96 ,184,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,9.9,10.0,10.0,Średni,2,5
183,Operacja Byfyj,Rybnik,Open The Lock,70,Fabularny,doświadczony,50 ,185,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,9.5,10.0,9.8,Trudny,2,5
184,Fabryka Czekolady,Chorzów,LOFTescape,60,Fabularny,śr. zaawansowani,196 ,186,1,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,8.8,9.5,9.4,Średni,2,4
185,Sekretny Gabinet Zegarmistrza,Katowice,LOFTescape,60,Fabularny,śr. zaawansowani,40 ,187,1,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,9.1,9.9,9.3,Trudny,2,3
186,Schron 2.0,Gdańsk,Podziemna pułapka,60,Fabularny,śr. zaawansowani,76 ,188,1,1,1,0,0,1,1,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,8.5,9.7,8.6,Trudny,2,5
187,Pokój gangstera,Radomsko,Zagadkowo,60,Kryminalny,śr. zaawansowani,19 ,189,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,9.3,10.0,9.7,Trudny,2,5
188,Czarny Motylek,Wrocław,Fox O'clock,60,Thriller,śr. zaawansowani,324 ,190,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,1,8.4,9.7,9.2,Średni,2,5
189,Peron 9 i 3/4,Wrocław,Trap Jungle,90,Fantasy,śr. zaawansowani,105 ,191,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,8.8,9.8,9.6,Trudny,2,4
190,Tajemnice Elfandiru,Legnica,LockER,90,Fantasy,śr. zaawansowani,25 ,192,1,1,0,0,0,0,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,9.1,9.8,9.7,Trudny,2,5
191,Nemo,Poznań,EXODUS,60,Dla dzieci,początkujący,10 ,193,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,1,0,10.0,10.0,10.0,Łatwy,2,5
192,Wiedźma i Albercik,Wrocław,Secret Room & Brain Code,60,Fantasy,początkujący,11 ,194,1,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,8.7,9.8,9.7,Łatwy,1,4
193,Klątwa Zbójów,Zakopane,LetMeOut,60,Przygodowy,śr. zaawansowani,62 ,195,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,8.8,9.4,9.3,Średni,2,6
194,Sala Przesłuchań,Gdańsk,Escape Time,60,Thriller,eksperci,82 ,196,1,1,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,8.9,9.5,9.4,Trudny,2,4
195,Tajemnica 61. Kilometra,Gdańsk,Zorkout Escape Rooms,60,Przygodowy,śr. zaawansowani,65 ,197,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,8.5,8.9,9.0,Trudny,2,5
196,Legendy Camelotu,Nowy Sącz,ShareLocked,60,Przygodowy,śr. zaawansowani,32 ,198,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,8.9,10.0,9.7,Trudny,2,5
197,Horror,Chorzów,ER 1871 Inny Wymiar,70,Horror,śr. zaawansowani,65 ,199,1,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,1,8.1,8.9,9.0,Średni,2,6
198,Gabinet Ignacego Łukasiewicza,Bielsko-Biała,Konsorcjum Czasu,60,Historyczny,początkujący,31 ,200,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,8.9,9.9,9.4,Łatwy,1,4
199,Opętanie,Toruń,Dom Kłódek,75,Thriller,doświadczony,57 ,201,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,0,0,8.8,9.8,9.0,Trudny,2,8
200,Grobowiec Faraona,Lublin,LetMeOut,60,Przygodowy,doświadczony,8 ,203,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,9.2,9.4,9.8,Trudny,2,6
201,The Final Show,Gdańsk,Zorkout Escape Rooms,60,Fabularny,śr. zaawansowani,43 ,202,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,8.9,9.4,9.0,Trudny,2,4
202,Tajemnica starej kamienicy,Warszawa,Escape Room Majdańska 18 Warszawa,60,Przygodowy,śr. zaawansowani,42 ,205,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,8.5,9.8,8.7,Średni,2,3
203,Misja na Wschodzie,Szczyrk,Chata Tajemnic,80,Przygodowy,doświadczony,7 ,204,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,8.9,10.0,9.2,Trudny,3,8
204,Kraina Wiecznej Nocy,Wrocław,Secret Room & Brain Code,60,Przygodowy,początkujący,52 ,206,1,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,1,1,0,8.7,9.8,9.7,Średni,1,4
205,Cela nr 4,Bydgoszcz,Wyjście Awaryjne,60,Kryminalny,początkujący,318 ,207,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,0,9.3,10.0,9.5,Średni,2,5
206,Pionek i Kostka,Warszawa,OtoPokojeZagadek,60,Przygodowy,śr. zaawansowani,86 ,208,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0,8.9,10.0,9.6,Trudny,2,5
207,Trójkąt Bermudzki,Toruń,Dom Kłódek,60,Przygodowy,początkujący,20 ,209,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,0,0,8.6,9.7,9.2,Średni,2,5
208,Interactive 2.0,Warszawa,Room Escape Warszawa,60,Przygodowy,śr. zaawansowani,38 ,210,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,8.6,9.4,8.7,Średni,2,5
209,Dżungla Azteków,Poznań,Malta Escape Room,60,Przygodowy,początkujący,41 ,212,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,8.7,9.6,9.4,Średni,2,5
210,Plan na włam,Bydgoszcz,Wyjście Awaryjne,60,Kryminalny,śr. zaawansowani,228 ,211,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1,0,8.9,9.9,9.0,Średni,2,5
211,Nawiedzony Dwór,Nowy Sącz,ShareLocked,60,Przygodowy,doświadczony,19 ,213,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,8.9,9.7,9.4,Bardzo trudny,2,5
212,Plan A,Olsztyn,Profesor Escape Room Olsztyn,60,Fabularny,początkujący,16 ,214,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,8.7,9.7,8.5,Średni,2,6
213,Piwnica 2.0,Warszawa,Room Escape Warszawa,60,Kryminalny,śr. zaawansowani,25 ,215,1,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,8.5,9.6,8.7,Trudny,2,5
214,PostApo: Schron,Chorzów,ER 1871 Inny Wymiar,90,Fabularny,śr. zaawansowani,36 ,216,1,1,0,0,0,1,0,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,8.4,9.4,8.7,Trudny,2,6
215,Misja Neffo,Łódź,Alfa Fun,75,Przygodowy,śr. zaawansowani,12 ,217,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,1,0,9.0,9.8,9.4,Trudny,2,5
216,Złoto Majów,Szczyrk,Chata Tajemnic,70,Przygodowy,doświadczony,10 ,219,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,1,1,0,8.6,10.0,9.4,Trudny,1,5
217,Da Vinci,Poznań,Key To Be Free,60,Przygodowy,śr. zaawansowani,48 ,218,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,8.8,9.7,9.2,Trudny,2,6
218,"Misja ""Napoleon""",Gostyń,Muzeum Gostyń,90,Fabularny,śr. zaawansowani,21 ,220,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,9.7,9.7,9.6,Trudny,2,5
219,Kopalnia Diamentów,Sopot,Questrooms,70,Przygodowy,śr. zaawansowani,8 ,221,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,9.4,9.7,10.0,Średni,2,4
220,Pokój laleczki Chucky,Kraków,SCARY HOSTEL KRAKÓW,60,Horror,początkujący,132 ,222,1,1,0,0,1,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,8.3,9.7,8.7,Średni,2,5
221,Kraina Czarów,Wrocław,LetMeOut,60,Abstrakcyjny,początkujący,107 ,223,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,0,8.8,9.2,9.2,Łatwy,2,5
222,Frankenstein,Poznań,EXODUS,60,Przygodowy,śr. zaawansowani,166 ,224,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,8.4,8.9,9.2,Trudny,2,7
223,Hannibal,Piła,LOCKED Escape Room Piła,60,Horror,śr. zaawansowani,16 ,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9.6,10.0,9.9,Średni,2,4
224,Western Dziki Saloon,Poznań,Find a Way,75,Przygodowy,śr. zaawansowani,21 ,227,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,8.2,8.1,9.6,Średni,2,5
225,Śmierć w Bractwie,Gdańsk,Questrooms,60,Fabularny,doświadczony,175 ,228,1,1,0,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,0,1,8.4,9.6,8.8,Trudny,2,5
226,Browar krasnoludzki,Katowice,Mystery Machinery,75,Fantasy,doświadczony,15 ,229,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,8.2,9.1,9.3,Trudny,2,6
227,W krainie Trolli,Toruń,Dom Kłódek,60,Przygodowy,początkujący,34 ,230,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,8.3,9.7,8.8,Średni,2,5
228,Prison Escape,Wrocław,Exit19.pl,60,Kryminalny,doświadczony,11 ,231,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,8.5,9.5,9.3,Trudny,2,4
229,Mroczne Zamczysko - Egzekucja,Toruń,OPEN THE DOOR,60,Przygodowy,śr. zaawansowani,11 ,232,1,1,0,0,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,9.0,9.9,9.3,Trudny,2,6
230,Przeklęty Pierścień,Wrocław,Secret Room & Brain Code,60,Przygodowy,początkujący,42 ,234,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,8.3,9.5,9.3,Średni,1,4
231,Laboratorium Tesli,Katowice,Mystery Machinery,60,Fabularny,śr. zaawansowani,4 ,233,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,1,0,1,9.0,9.4,9.9,Trudny,2,5
